Recorded Time,MatchId,ComboId,Game Time,Sport,Team1,Team2,Bookmaker1,Bookmaker2,Odds1,Odds2,Draw Odds,Draw Odds Bookie,Total Implied Probability,Last Update1,Last Update2,Bet1,Bet2,Bet3
2023-11-13 14:10:12.727593,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsFanDuelMyBookie.ag,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,FanDuel,MyBookie.ag,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:01Z,2023-11-13T19:10:48Z,5.0,4,
2023-11-13 14:10:12.727593,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsFanDuelBovada,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,FanDuel,Bovada,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:01Z,2023-11-13T19:10:36Z,5.0,4,
2023-11-13 14:10:12.727593,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsBetMGMMyBookie.ag,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,BetMGM,MyBookie.ag,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:05Z,2023-11-13T19:10:48Z,5.0,4,
2023-11-13 14:10:12.727593,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsBetMGMBovada,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,BetMGM,Bovada,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:05Z,2023-11-13T19:10:36Z,5.0,4,
2023-11-13 14:10:24.331186,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsFanDuelMyBookie.ag,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,FanDuel,MyBookie.ag,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:01Z,2023-11-13T19:10:48Z,5.0,4,
2023-11-13 14:10:24.331186,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsFanDuelBovada,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,FanDuel,Bovada,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:01Z,2023-11-13T19:10:36Z,5.0,4,
2023-11-13 14:10:24.331186,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsBetMGMMyBookie.ag,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,BetMGM,MyBookie.ag,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:05Z,2023-11-13T19:10:48Z,5.0,4,
2023-11-13 14:10:24.331186,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsBetMGMBovada,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,BetMGM,Bovada,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:05Z,2023-11-13T19:10:36Z,5.0,4,
2023-11-13 14:10:35.881045,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsFanDuelMyBookie.ag,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,FanDuel,MyBookie.ag,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:01Z,2023-11-13T19:10:48Z,5.0,4,
2023-11-13 14:10:35.881045,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento Kings,2023-11-13 19:10:00-08:00Cleveland CavaliersSacramento KingsFanDuelBovada,2023-11-13 19:10:00-08:00,basketball_nba,Cleveland Cavaliers,Sacramento Kings,FanDuel,Bovada,1.83,2.3,0,,0.9812306961273461,2023-11-13T19:12:01Z,2023-11-13T19:12:30Z,5.0,4,
